sys_RespNum,d,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,MXD_13_b,MXD_13_w,MXD_14_b,MXD_14_w,MXD_15_b,MXD_15_w,MXD_16_b,MXD_16_w,MXD_17_b,MXD_17_w,MXD_18_b,MXD_18_w,sys_MXDDesignID_MXD,nKOP1,nKOP2,nKOP3,nKOP4,nKOP5,nKOP6,nKOP7,nKOP8,nKOP9,nKOP10,nKOP11,nKOP12,nKOP13,weegvar
282,411113847,4,26,6,21,9,34,16,30,15,13,7,40,11,26,8,34,5,38,19,39,18,30,10,28,6,12,7,32,1,40,9,37,2,26,8,12,MXD1_1753104514_5,1,6,2,5,8,3,2,2,2,2,1,2,2,.664754200787008
1068,411113852,40,32,3,35,5,16,6,15,39,18,19,38,13,1,9,12,6,31,25,15,10,17,1,16,8,13,22,12,23,27,9,14,21,26,10,37,MXD1_1753104514_5,1,6,2,5,4,3,6,5,12,2,1,1,1,.664754200787008
77,411113853,5,35,8,30,24,17,28,36,6,37,4,26,9,12,5,18,29,31,8,39,9,28,2,23,7,32,4,18,3,38,6,25,10,22,2,35,MXD1_1753104514_5,1,6,3,2,2,1,2,4,10,2,2,1,2,1.27949286434811
46,411113865,27,13,1,32,16,26,33,20,19,27,34,29,37,28,18,39,15,26,2,23,3,38,1,4,19,28,16,13,34,25,15,29,9,26,33,28,MXD1_1753104514_5,2,6,2,1,3,1,5,3,9,2,2,1,2,1.09803605259525
645,411113866,2,26,5,33,17,30,15,1,9,12,6,7,16,26,11,25,16,32,4,26,1,18,17,21,5,38,6,32,15,28,16,29,17,8,14,28,MXD1_1753104514_5,2,6,3,2,6,3,4,4,10,2,2,1,2,1.09803605259525
600,411113882,8,24,15,28,16,39,40,34,5,29,11,2,6,35,8,36,14,1,15,32,28,38,5,39,24,12,14,13,36,32,22,31,16,37,4,13,MXD1_1753104514_5,2,6,3,1,6,1,5,3,10,2,2,2,2,1.9744065869553
2004,411113891,21,18,39,20,3,37,23,35,34,5,13,8,14,7,32,31,16,38,2,18,10,19,34,8,33,31,9,35,32,6,16,28,15,39,34,35,MXD1_1753104514_5,1,6,2,2,6,3,4,3,9,2,1,1,1,.664754200787008
428,411113892,40,14,24,36,16,13,15,30,6,31,10,12,22,29,3,27,9,35,15,28,8,30,4,34,10,31,2,29,17,26,16,12,15,20,7,34,MXD1_1753104514_5,1,6,3,1,8,1,6,2,5,2,1,1,1,.664754200787008
723,411113901,32,15,6,36,24,23,29,4,10,39,2,20,6,12,37,16,27,11,29,13,2,17,29,12,3,34,10,15,3,14,7,25,2,12,3,36,MXD1_1753104514_5,1,6,3,1,1,3,5,4,10,2,1,1,2,.855074241522319
329,411113914,27,36,5,30,6,29,8,13,16,33,11,38,4,1,2,19,15,23,3,21,5,27,6,1,39,4,10,30,14,19,2,9,11,32,1,10,MXD1_1753104514_5,2,6,1,5,7,1,6,3,7,2,2,2,1,.57047921009717
1811,411113925,6,21,25,22,17,26,34,20,8,4,39,28,33,29,3,25,10,34,8,28,16,29,30,23,10,7,15,12,2,26,17,18,3,28,16,22,MXD1_1753104514_5,1,6,2,2,5,3,6,6,12,2,2,1,1,.664754200787008
1492,411113941,2,29,9,24,3,38,7,20,22,29,10,35,6,36,5,24,10,25,9,38,2,29,3,23,6,28,9,25,16,20,1,30,2,26,6,18,MXD1_1753104514_5,1,6,1,5,4,3,6,5,10,2,2,1,1,.664754200787008
1961,411113962,1,32,16,12,5,19,24,26,6,38,14,30,10,34,2,11,5,33,9,30,21,28,4,31,14,26,33,18,2,19,10,36,1,23,6,38,MXD1_1753104514_5,1,6,3,4,1,3,5,3,9,2,2,1,2,.855074241522319
873,411113965,6,37,17,27,5,31,16,12,3,24,6,26,8,13,2,28,16,13,10,27,7,26,2,36,3,20,19,25,9,28,15,29,10,39,2,13,MXD1_1753104514_5,2,6,1,1,1,3,1,2,8,1,2,2,1,.733808191509849
1408,411113968,15,34,11,17,10,20,4,13,22,28,37,36,2,14,3,9,6,1,7,38,2,21,19,40,11,16,6,13,5,28,18,40,11,23,15,29,MXD1_1753104514_5,1,6,2,5,4,3,6,5,12,2,2,1,2,.664754200787008
584,411113969,40,29,15,38,6,25,7,29,10,35,16,24,3,27,8,12,2,28,6,26,10,27,5,13,15,26,16,38,22,30,3,29,4,25,14,35,MXD1_1753104514_5,2,6,2,5,7,1,1,3,7,1,2,1,1,.733808191509849
2018,411113974,39,33,5,35,4,21,13,38,16,31,8,29,11,37,12,18,6,36,10,31,16,38,13,29,15,11,6,18,14,40,2,39,12,31,9,21,MXD1_1753104514_5,2,6,3,2,1,3,6,2,9,2,1,2,2,1.09803605259525
687,411113983,3,30,15,39,13,14,7,27,26,5,8,20,37,36,29,30,17,25,13,4,9,14,31,38,15,20,5,17,16,8,4,26,35,7,12,18,MXD1_1753104514_5,1,6,2,5,2,2,6,2,5,2,2,1,2,.855074241522319
320,411113987,8,7,16,35,5,34,10,27,19,12,14,29,2,26,18,17,19,38,2,13,9,40,22,29,15,35,10,36,3,28,6,26,5,38,9,39,MXD1_1753104514_5,2,6,3,5,1,3,4,2,5,2,2,1,2,1.09803605259525
309,411113989,5,31,9,24,6,15,1,30,10,39,3,27,2,36,1,16,20,31,3,14,6,25,11,33,36,16,3,15,2,4,6,14,9,38,22,29,MXD1_1753104514_5,1,6,3,5,1,3,6,2,5,2,2,1,2,.855074241522319
534,411113991,32,4,10,26,9,34,24,38,16,19,31,2,40,18,8,13,39,28,16,26,15,24,37,3,17,12,27,8,10,13,32,26,5,19,21,17,MXD1_1753104514_5,1,6,2,4,1,3,5,5,12,2,2,1,2,.664754200787008
1273,411113994,40,25,5,13,2,12,8,29,3,17,9,16,10,15,8,27,9,35,2,15,3,13,7,19,10,30,17,16,39,25,22,14,23,27,4,15,MXD1_1753104514_5,1,6,2,4,1,3,3,3,9,2,2,1,1,.664754200787008
2044,411113997,26,16,15,31,22,19,2,36,9,35,3,25,1,30,5,33,6,37,14,35,20,27,22,28,1,26,16,38,5,30,3,27,15,17,8,35,MXD1_1753104514_5,1,6,2,4,6,1,6,3,10,2,2,1,2,.664754200787008
140,411114006,22,25,17,14,29,16,8,19,39,40,1,33,37,21,6,28,20,25,3,33,9,16,1,40,10,39,17,32,2,37,3,28,9,18,6,31,MXD1_1753104514_5,1,6,1,5,4,1,4,3,9,2,2,1,2,.664754200787008
817,411114018,22,14,4,35,8,19,10,39,28,18,9,25,6,27,2,23,32,10,31,35,6,24,4,25,8,27,7,23,5,40,9,18,10,30,4,26,MXD1_1753104514_5,1,6,1,1,6,2,2,2,5,2,2,1,2,.664754200787008
97,411114022,9,26,5,27,24,30,15,23,12,20,13,26,22,40,17,18,23,1,15,38,19,30,14,11,13,4,12,34,6,29,16,27,21,17,15,35,MXD1_1753104514_5,1,6,3,4,1,3,5,2,7,2,2,2,1,.855074241522319
1252,411114023,25,34,9,29,5,13,22,12,25,11,17,27,6,26,2,23,20,28,10,33,1,12,17,29,3,39,9,27,2,26,6,24,17,12,5,19,MXD1_1753104514_5,1,6,2,5,1,2,1,3,1,1,1,1,2,.664754200787008
1311,411114031,9,19,14,29,5,23,2,30,1,25,8,19,6,18,9,27,10,28,1,23,2,31,5,13,7,29,3,18,6,37,9,26,16,31,3,38,MXD1_1753104514_5,1,6,1,2,3,3,6,2,5,2,2,1,1,.855074241522319
438,411114035,28,14,24,11,29,26,21,36,8,12,19,20,22,30,16,38,25,13,9,34,6,11,22,12,5,36,10,30,40,35,5,38,25,11,27,19,MXD1_1753104514_5,1,6,2,3,6,3,6,3,9,2,2,1,2,.664754200787008
2037,411114037,19,40,4,34,20,15,6,28,11,22,5,3,39,23,34,2,40,36,25,38,6,39,17,10,22,1,24,37,28,19,11,7,5,4,29,35,MXD1_1753104514_5,1,6,3,4,2,4,4,4,10,2,2,1,2,1.27949286434811
322,411114040,7,13,17,27,10,28,16,26,22,13,1,32,8,33,3,12,2,34,39,15,4,16,5,23,8,28,10,15,6,12,21,23,3,36,1,14,MXD1_1753104514_5,1,6,3,2,5,3,3,6,5,2,1,2,2,1.27949286434811
743,411114044,10,30,5,7,2,29,9,34,3,26,40,13,20,12,9,14,10,28,1,26,8,27,40,4,3,18,10,33,15,7,2,35,9,11,3,12,MXD1_1753104514_5,2,6,2,2,5,99999997,1,4,8,1,2,2,2,.941797054259014
1468,411114055,2,29,6,27,22,31,25,26,3,17,11,40,6,20,8,38,10,29,3,37,2,27,10,12,4,38,5,30,16,33,1,36,17,39,6,30,MXD1_1753104514_5,2,6,2,2,6,3,1,4,,1,2,1,1,.941797054259014
2016,411114056,4,13,21,26,6,30,2,31,8,29,3,24,7,16,36,27,20,25,2,38,1,28,36,24,10,29,6,14,40,19,9,13,2,28,1,32,MXD1_1753104514_5,1,6,2,3,3,3,5,3,8,2,1,2,1,.855074241522319
281,411114062,8,27,37,28,4,23,5,16,10,20,15,38,9,25,13,26,10,31,6,26,17,37,5,29,3,32,6,23,12,24,2,30,10,27,6,28,MXD1_1753104514_5,1,6,1,5,4,3,3,5,7,2,2,2,2,.664754200787008
197,411114064,3,16,9,28,22,29,34,25,4,13,3,17,8,16,10,15,23,26,6,28,34,27,39,13,8,15,9,26,10,4,2,14,8,28,39,16,MXD1_1753104514_5,1,6,3,1,8,99999997,6,3,4,2,2,1,2,.664754200787008
1022,411114065,20,39,6,13,14,12,10,38,3,29,7,27,8,28,1,17,14,19,2,29,1,27,16,18,10,21,9,24,5,33,7,30,15,13,6,23,MXD1_1753104514_5,1,6,3,2,5,1,2,6,5,2,2,2,2,1.27949286434811
601,411114080,2,14,5,39,7,18,1,35,9,11,3,19,10,38,40,12,8,39,22,35,4,20,5,33,6,38,3,18,2,26,8,20,6,15,17,18,MXD1_1753104514_5,1,6,2,1,3,1,6,2,5,2,2,1,1,.855074241522319
651,411114083,16,2,6,28,19,20,37,26,40,17,6,11,14,12,27,1,16,18,22,8,21,1,10,13,14,26,39,17,15,2,22,23,40,35,16,4,MXD1_1753104514_5,1,6,1,2,8,3,5,3,4,2,2,2,1,.664754200787008
1944,411114094,5,39,11,21,6,27,12,36,20,35,22,38,17,14,10,8,9,36,13,35,17,24,2,30,22,3,37,11,6,18,10,25,13,20,37,32,MXD1_1753104514_5,1,6,1,2,2,3,2,2,12,2,2,2,2,.855074241522319
1193,411114097,14,34,18,38,33,10,23,12,2,27,6,13,9,20,10,24,4,26,2,11,14,12,1,27,6,17,2,18,9,23,3,28,32,24,4,35,MXD1_1753104514_5,2,6,2,2,1,3,2,2,5,2,2,1,2,.733808191509849
503,411114106,21,7,9,23,3,14,40,28,24,30,16,15,20,26,19,29,3,39,6,40,21,24,32,28,23,29,5,25,16,30,22,14,10,28,3,18,MXD1_1753104514_5,1,6,2,4,1,3,6,3,9,2,2,1,2,.664754200787008
606,411114112,6,13,16,38,2,30,14,21,8,19,32,38,3,28,5,18,29,26,15,19,32,24,16,29,33,13,10,18,15,12,34,19,6,26,2,35,MXD1_1753104514_5,2,6,1,5,6,1,6,2,3,2,2,1,1,.941797054259014
171,411114113,10,32,9,28,14,13,3,29,5,34,16,18,1,25,7,28,10,11,2,26,5,28,1,30,22,13,6,12,17,39,9,38,5,11,3,19,MXD1_1753104514_5,2,6,1,5,6,3,1,4,10,1,2,1,1,.941797054259014
1261,411114116,16,38,23,13,5,17,7,39,3,26,28,34,9,29,27,30,5,21,4,39,6,26,7,17,11,20,14,25,21,29,6,32,5,26,2,36,MXD1_1753104514_5,1,6,2,2,6,3,4,3,7,2,2,1,1,.664754200787008
524,411114126,17,14,3,35,40,29,1,16,2,26,10,18,6,13,4,11,3,12,17,29,8,27,10,38,6,26,7,35,20,15,2,12,5,24,4,28,MXD1_1753104514_5,1,6,3,1,5,3,3,3,9,2,2,1,2,1.27949286434811
52,411114129,25,18,3,29,5,13,22,12,25,30,14,34,15,26,2,23,16,30,10,19,1,12,17,38,3,39,5,18,2,26,6,13,20,12,16,19,MXD1_1753104514_5,1,6,2,4,3,1,5,2,5,2,2,1,1,.855074241522319
260,411114136,5,26,6,18,9,29,10,30,5,36,14,31,11,34,16,30,39,26,4,28,2,31,16,23,6,12,8,27,10,38,16,24,15,34,3,29,MXD1_1753104514_5,1,6,2,5,4,2,4,2,12,2,2,2,2,.664754200787008
1106,411114141,3,29,8,20,15,26,6,12,16,13,36,1,14,29,40,32,4,26,11,33,35,13,5,24,15,23,31,12,6,11,16,19,14,30,15,37,MXD1_1753104514_5,1,6,2,2,1,3,2,3,2,2,2,1,1,.664754200787008
1336,411114144,16,26,3,13,19,28,5,38,6,17,15,27,22,37,2,12,3,26,5,39,9,28,4,12,10,13,6,27,16,37,10,17,19,13,9,38,MXD1_1753104514_5,2,6,2,4,2,3,4,2,9,2,2,1,2,1.09803605259525
1306,411114145,6,12,14,13,10,30,19,32,2,28,5,13,4,35,20,12,40,11,7,31,10,37,8,11,3,26,7,12,6,25,24,28,22,29,8,37,MXD1_1753104514_5,1,6,1,3,4,2,1,2,1,1,1,2,1,.664754200787008
2389,411114155,28,14,39,15,13,3,16,26,2,36,37,34,21,29,6,18,4,24,16,13,10,35,1,26,5,36,18,12,17,28,8,32,11,26,24,33,MXD1_1753104514_5,1,6,2,4,1,3,3,6,2,2,1,1,2,.664754200787008
915,411114159,6,13,15,30,22,32,3,17,10,12,6,28,40,30,23,12,9,18,22,28,8,27,6,18,15,13,7,38,9,34,10,26,3,24,8,13,MXD1_1753104514_5,1,6,2,1,1,3,5,3,10,2,2,1,1,.664754200787008
1146,411114160,20,11,8,27,5,24,22,13,34,28,25,29,10,37,36,26,6,13,22,23,25,28,5,11,10,27,4,37,6,34,3,29,25,27,4,38,MXD1_1753104514_5,2,6,2,5,5,3,3,3,5,2,1,2,2,.941797054259014
1918,411114163,10,18,32,21,33,30,6,26,23,25,31,28,33,12,2,29,1,13,23,12,34,39,6,24,16,12,36,35,23,39,3,26,40,18,16,27,MXD1_1753104514_5,1,6,2,2,6,3,2,5,3,2,2,2,2,.664754200787008
290,411114167,4,23,5,13,9,22,8,26,16,11,6,29,3,30,21,28,10,18,1,24,16,19,3,33,6,25,5,4,17,37,10,12,1,39,33,31,MXD1_1753104514_5,2,6,3,4,5,1,1,4,3,1,2,1,2,1.9744065869553
1405,411114171,10,32,19,18,24,36,1,7,20,27,3,33,2,23,10,25,16,32,2,12,3,31,6,33,9,38,16,26,4,33,15,25,3,27,18,26,MXD1_1753104514_5,1,6,1,4,4,3,5,3,9,2,2,1,2,.664754200787008
787,411114174,40,15,4,14,1,13,7,12,6,37,10,29,11,25,3,15,8,14,34,12,10,26,1,21,31,11,3,20,8,35,2,38,6,13,7,18,MXD1_1753104514_5,1,6,1,1,1,3,6,6,8,2,2,1,1,.664754200787008
386,411114179,37,19,5,38,10,23,4,12,1,21,6,26,16,27,14,35,5,8,33,38,1,26,17,18,6,12,8,27,2,25,14,23,17,27,2,11,MXD1_1753104514_5,2,6,1,2,3,1,2,2,5,2,2,2,1,1.09803605259525
306,411114181,6,13,3,20,2,27,1,14,4,25,32,38,3,28,10,18,38,29,1,20,32,24,16,29,7,13,10,11,2,12,34,28,3,26,2,35,MXD1_1753104514_5,2,6,1,1,3,3,4,3,9,2,2,1,1,1.09803605259525
211,411114184,34,28,6,17,14,26,1,31,15,35,16,3,2,25,5,32,37,30,6,23,16,26,3,25,2,18,15,31,10,13,34,24,3,28,14,20,MXD1_1753104514_5,1,6,3,2,4,3,5,3,9,2,2,1,1,1.27949286434811
1378,411114195,15,26,40,13,11,12,16,25,8,33,10,28,3,38,14,26,15,24,16,40,8,30,14,22,1,39,6,29,15,27,9,25,28,26,13,38,MXD1_1753104514_5,2,6,2,5,6,3,6,3,9,2,2,1,2,.941797054259014
1377,411114196,37,18,1,15,9,17,27,39,5,26,37,14,2,23,10,26,8,18,32,14,2,20,4,15,10,28,8,7,32,19,13,22,34,29,9,36,MXD1_1753104514_5,2,6,2,2,3,3,6,6,9,2,2,2,2,1.09803605259525
624,411114209,20,27,2,28,19,29,7,17,10,26,9,27,14,12,1,35,6,26,10,39,9,27,3,30,4,11,6,31,5,17,22,28,7,11,3,20,MXD1_1753104514_5,1,6,2,5,4,3,6,3,8,2,2,2,1,.664754200787008
1327,411114216,5,20,14,39,15,23,22,29,5,32,9,30,10,26,15,33,14,34,21,30,6,23,1,28,16,26,15,35,22,33,3,30,19,27,16,34,MXD1_1753104514_5,1,6,3,3,2,1,6,3,9,2,2,1,2,1.27949286434811
545,411114231,3,7,24,32,4,13,14,12,6,30,16,23,10,33,15,11,2,29,22,18,3,25,16,40,14,33,2,24,9,26,1,13,20,19,3,12,MXD1_1753104514_5,1,6,1,2,8,3,5,3,9,2,2,1,2,.664754200787008
878,411114236,5,33,15,12,10,7,39,38,14,30,16,1,18,35,25,32,29,23,21,20,6,27,24,35,16,26,25,32,5,27,19,31,24,28,13,36,MXD1_1753104514_5,2,6,3,4,6,3,5,3,9,2,2,1,1,1.9744065869553
1508,411114244,9,24,5,27,21,23,6,30,1,24,8,31,16,28,17,29,3,21,2,20,15,26,3,30,16,40,13,29,2,27,7,35,13,18,10,27,MXD1_1753104514_5,1,6,2,1,7,1,2,2,3,2,1,1,2,.664754200787008
295,411114245,8,20,9,31,7,27,17,38,10,28,6,19,8,24,22,26,13,27,7,35,10,32,14,18,9,23,5,36,24,28,16,19,6,38,5,26,MXD1_1753104514_5,1,6,1,4,3,3,6,2,5,2,2,1,1,.855074241522319
1136,411114252,40,17,34,14,31,11,29,3,27,19,5,22,21,2,6,18,39,19,12,3,13,17,40,25,10,26,4,1,6,30,12,16,27,24,13,25,MXD1_1753104514_5,1,6,2,3,6,1,2,3,9,2,2,1,2,.664754200787008
567,411114258,5,29,39,27,4,19,20,28,11,25,22,37,40,12,17,29,5,36,15,25,4,23,22,11,18,39,6,29,7,24,14,26,8,40,5,33,MXD1_1753104514_5,1,6,2,4,5,3,6,2,5,2,1,2,2,.855074241522319
1290,411114279,10,13,37,19,8,11,24,38,16,20,6,35,36,26,25,39,14,12,16,38,5,39,14,11,8,26,6,17,10,22,15,28,5,35,6,26,MXD1_1753104514_5,2,6,2,2,7,2,1,3,8,1,2,2,1,.733808191509849
1173,411114283,6,15,9,27,5,35,1,16,40,24,6,26,37,13,2,15,22,13,1,35,21,26,2,23,6,14,40,25,9,24,21,12,10,14,2,13,MXD1_1753104514_5,1,6,2,4,3,1,5,2,5,2,2,1,2,.855074241522319
929,411114301,3,36,2,5,10,23,7,25,16,33,40,38,1,34,2,39,12,15,3,24,5,32,6,38,4,34,13,30,16,19,2,31,7,35,1,37,MXD1_1753104514_5,2,6,1,5,7,3,4,4,10,2,2,1,2,.57047921009717
2028,411114308,10,20,5,12,9,29,15,30,10,37,6,28,14,34,1,26,16,37,9,28,5,35,6,38,2,29,8,18,3,19,15,11,22,35,5,11,MXD1_1753104514_5,2,6,1,2,3,3,2,3,4,2,2,1,1,1.09803605259525
70,411114315,9,34,13,11,4,33,10,35,14,37,5,30,21,19,6,18,2,32,14,36,21,34,5,39,6,31,20,30,4,9,6,40,2,34,3,19,MXD1_1753104514_5,2,6,2,2,1,3,5,3,8,2,2,1,1,.733808191509849
1399,411114328,14,32,5,31,16,36,6,24,3,25,11,35,22,23,14,26,1,34,6,30,5,18,15,39,23,20,16,31,10,38,3,35,2,26,5,27,MXD1_1753104514_5,1,6,1,2,1,3,2,3,10,2,2,2,2,.664754200787008
1414,411114331,1,33,5,11,3,27,25,13,18,28,19,35,2,29,33,36,3,13,6,29,24,26,3,28,22,35,5,8,34,12,21,20,18,11,6,8,MXD1_1753104514_5,2,6,1,3,4,1,1,6,9,1,2,2,2,.941797054259014
805,411114337,10,35,13,18,12,36,1,17,27,29,3,21,13,23,10,25,11,15,12,37,3,20,33,24,9,29,1,26,4,17,2,28,3,23,18,26,MXD1_1753104514_5,1,6,2,3,7,3,6,3,9,2,2,1,2,.664754200787008
1037,411114341,6,13,39,9,5,7,36,25,2,18,3,15,4,26,22,14,1,12,3,31,9,25,34,15,39,16,2,33,10,28,40,26,8,14,22,15,MXD1_1753104514_5,1,6,1,2,6,3,5,3,9,2,2,1,2,.664754200787008
1014,411114342,19,38,13,26,6,23,12,17,22,9,21,2,15,30,24,7,13,10,12,26,20,28,33,17,27,1,22,29,15,9,19,4,20,28,24,29,MXD1_1753104514_5,2,6,2,3,4,3,6,4,10,2,2,1,1,.941797054259014
882,411114350,4,26,6,24,38,29,16,30,22,13,40,23,11,26,8,12,5,27,39,13,15,30,10,28,6,12,16,32,1,27,9,23,22,26,16,12,MXD1_1753104514_5,2,6,2,5,6,3,2,2,4,2,2,1,2,.941797054259014
643,411114361,25,34,8,19,9,18,24,20,16,4,3,39,26,33,10,28,4,27,5,19,6,18,9,20,16,38,15,23,10,26,14,36,7,12,16,18,MXD1_1753104514_5,1,6,2,5,6,3,1,3,9,1,2,1,2,.664754200787008
752,411114375,29,26,5,17,34,11,9,23,13,38,15,1,29,26,16,25,38,3,28,34,15,36,19,25,13,26,40,21,29,9,16,17,6,35,13,1,MXD1_1753104514_5,1,6,1,2,1,2,4,3,9,2,2,1,1,.664754200787008
1654,411114379,9,36,3,15,24,12,2,34,32,27,17,36,6,35,9,37,10,26,2,24,23,36,40,20,3,13,8,33,6,12,1,16,19,26,10,14,MXD1_1753104514_5,1,6,3,5,2,3,6,3,9,2,2,1,1,1.27949286434811
667,411114386,16,11,15,29,21,12,6,30,1,26,22,11,8,25,3,40,14,35,7,12,1,31,21,38,16,20,13,24,3,26,10,17,5,23,9,35,MXD1_1753104514_5,1,6,3,3,1,2,4,2,9,2,1,1,2,.855074241522319
1007,411114398,4,13,1,25,10,12,17,7,15,23,16,36,3,34,40,18,21,29,6,19,3,24,2,40,9,27,15,12,20,28,6,8,7,18,5,26,MXD1_1753104514_5,2,6,3,5,1,3,5,3,7,2,2,2,2,1.09803605259525
2033,411114407,6,27,17,28,4,37,33,29,16,30,1,27,9,23,20,36,10,30,6,28,1,39,17,24,4,23,5,27,32,26,3,34,1,29,2,16,MXD1_1753104514_5,2,6,1,3,5,1,4,3,9,2,1,1,2,.941797054259014
880,411114410,17,36,16,33,22,26,6,32,20,24,8,13,5,31,3,37,16,29,6,28,15,33,19,35,3,7,14,27,5,12,11,39,2,18,17,32,MXD1_1753104514_5,2,6,3,5,8,3,6,2,5,2,2,1,2,.941797054259014
1486,411114413,40,38,18,11,8,35,15,36,10,13,19,32,16,23,17,20,28,7,15,31,16,13,27,17,8,33,29,25,40,18,1,24,10,26,5,20,MXD1_1753104514_5,1,6,3,5,2,3,4,3,3,2,1,1,2,1.27949286434811
742,411114431,5,29,4,28,16,25,14,10,17,38,15,24,6,36,5,27,14,26,34,35,16,24,1,25,6,13,3,28,2,20,15,39,22,26,5,24,MXD1_1753104514_5,2,6,2,5,8,3,4,3,7,2,2,1,2,.57047921009717
177,411114436,6,26,1,35,3,17,40,24,5,26,37,25,2,23,22,26,21,28,32,17,2,38,15,25,33,28,3,7,21,18,2,22,34,29,33,11,MXD1_1753104514_5,2,6,3,5,1,3,6,2,5,2,1,1,1,1.09803605259525
467,411114458,10,38,14,27,18,3,15,21,7,40,19,30,25,36,6,27,9,11,25,8,5,37,22,30,19,1,15,38,8,23,4,35,16,27,22,33,MXD1_1753104514_5,1,6,1,5,1,3,2,3,9,2,2,1,1,.664754200787008
806,411114461,3,38,34,33,15,26,6,12,16,13,1,18,9,29,17,25,34,26,2,11,8,35,5,20,10,40,36,12,6,11,16,19,22,38,8,18,MXD1_1753104514_5,1,6,2,5,1,1,1,3,9,1,2,1,2,.664754200787008
489,411114462,5,29,1,33,3,32,2,37,8,26,6,28,16,12,17,38,11,26,15,32,6,29,40,35,5,30,8,18,9,25,15,24,3,21,5,23,MXD1_1753104514_5,1,6,2,5,4,3,2,2,11,2,2,2,2,.664754200787008
57,411114470,10,29,34,28,6,17,32,38,21,27,22,26,37,20,39,12,27,13,22,3,6,26,33,30,10,38,34,35,27,19,6,13,37,1,24,29,MXD1_1753104514_5,2,6,2,1,5,3,2,2,5,2,2,1,2,1.09803605259525
1133,411114479,25,27,3,28,8,7,24,36,38,13,18,14,9,22,20,36,10,19,21,28,25,12,24,35,20,4,40,5,32,15,8,34,1,29,9,6,MXD1_1753104514_5,2,6,1,2,7,3,3,3,9,2,2,1,1,.733808191509849
932,411114483,15,20,37,23,10,26,40,18,22,12,6,25,17,24,16,23,5,31,8,32,21,24,6,19,10,34,7,26,22,18,8,28,17,32,6,13,MXD1_1753104514_5,2,6,2,2,6,1,3,4,3,2,2,1,2,.941797054259014
864,411114484,19,17,18,6,26,28,33,4,15,3,30,10,1,8,2,40,32,26,5,25,9,20,30,14,5,23,2,6,19,9,10,24,34,20,1,31,MXD1_1753104514_5,1,6,2,2,1,3,5,3,9,2,2,1,2,.664754200787008
1046,411114485,17,36,6,40,7,39,8,35,3,23,9,34,2,15,4,28,21,30,8,37,3,20,6,29,4,12,1,26,22,18,10,27,9,12,17,31,MXD1_1753104514_5,2,6,2,1,6,1,2,2,11,2,2,1,2,.941797054259014
1228,411114502,4,38,6,11,15,34,16,29,9,35,2,37,5,25,18,17,13,26,10,36,1,40,16,37,3,35,13,38,6,31,21,26,1,40,16,35,MXD1_1753104514_5,2,6,2,5,4,3,4,3,7,2,2,2,1,.941797054259014
870,411114513,15,29,6,26,5,28,4,9,39,23,22,24,14,26,21,37,6,28,7,25,1,27,16,24,10,23,5,30,6,19,16,27,10,38,2,33,MXD1_1753104514_5,1,6,1,4,3,3,6,6,7,2,1,2,2,.855074241522319
1478,411114516,3,36,17,15,2,29,22,38,9,14,11,16,4,18,10,25,17,23,1,38,6,27,3,24,22,26,33,25,11,27,20,19,8,39,2,36,MXD1_1753104514_5,1,6,2,5,4,1,4,2,5,2,2,1,2,.664754200787008
40,411114521,11,31,14,26,34,23,37,3,17,27,19,10,13,38,12,29,34,23,16,8,13,18,11,25,1,17,6,26,5,40,11,31,21,13,3,33,MXD1_1753104514_5,1,6,2,4,3,3,2,4,2,2,2,2,2,.855074241522319
650,411114526,2,27,7,31,6,13,3,28,9,36,16,27,2,37,3,26,10,38,9,33,11,35,8,28,24,13,7,30,1,37,5,36,4,33,2,39,MXD1_1753104514_5,2,6,3,1,5,3,2,4,7,2,2,2,2,1.9744065869553
732,411114528,5,20,16,13,33,18,34,29,5,28,32,37,4,39,15,19,24,29,40,13,25,35,37,23,11,12,14,28,32,27,4,29,31,38,34,7,MXD1_1753104514_5,1,6,1,2,8,3,6,4,10,2,2,2,2,.664754200787008
465,411114533,30,39,9,27,3,11,5,26,10,39,22,30,6,12,7,20,8,35,3,26,40,38,16,36,2,19,9,28,6,36,8,39,10,11,23,18,MXD1_1753104514_5,1,6,2,2,4,1,6,2,10,2,2,2,2,.664754200787008
507,411114539,40,26,5,8,16,9,3,28,7,38,37,25,22,29,2,7,9,28,1,8,3,13,14,26,4,27,5,38,23,29,6,1,4,38,3,29,MXD1_1753104514_5,2,6,2,4,6,2,5,4,10,2,2,1,2,.941797054259014
759,411114542,15,18,17,8,3,4,2,29,1,23,22,5,15,20,16,39,32,13,23,26,17,7,16,30,9,39,14,36,3,27,10,29,2,25,8,28,MXD1_1753104514_5,1,6,2,5,8,2,6,4,10,2,2,1,2,.664754200787008
809,411114545,6,31,14,39,16,19,12,20,22,29,21,13,9,35,14,23,10,38,16,34,40,28,14,35,3,29,2,13,21,19,15,37,8,18,27,28,MXD1_1753104514_5,2,6,2,1,4,1,5,6,9,2,1,1,2,.941797054259014
