sys_RespNum,d,MXD_1_b,MXD_1_w,MXD_2_b,MXD_2_w,MXD_3_b,MXD_3_w,MXD_4_b,MXD_4_w,MXD_5_b,MXD_5_w,MXD_6_b,MXD_6_w,MXD_7_b,MXD_7_w,MXD_8_b,MXD_8_w,MXD_9_b,MXD_9_w,MXD_10_b,MXD_10_w,MXD_11_b,MXD_11_w,MXD_12_b,MXD_12_w,MXD_13_b,MXD_13_w,MXD_14_b,MXD_14_w,MXD_15_b,MXD_15_w,MXD_16_b,MXD_16_w,MXD_17_b,MXD_17_w,MXD_18_b,MXD_18_w,sys_MXDDesignID_MXD,nKOP1,nKOP2,nKOP3,nKOP4,nKOP5,nKOP6,nKOP7,nKOP8,nKOP9,nKOP10,nKOP11,nKOP12,nKOP13,weegvar
857,411118021,34,18,4,28,17,33,11,32,23,37,10,26,7,14,2,33,38,35,37,25,3,36,7,24,9,13,34,26,21,12,9,39,10,38,8,29,MXD1_1753104514_5,2,2,1,5,6,2,6,2,6,2,2,2,2,.93137986821692
414,411118027,19,11,13,26,23,3,12,17,25,9,1,5,39,30,24,35,25,10,26,3,28,4,18,33,32,27,14,36,15,9,23,39,7,1,32,31,MXD1_1753104514_5,1,2,1,5,1,3,4,3,5,2,2,2,1,1.26534043612892
1054,411118029,9,31,15,30,4,24,21,31,14,28,17,38,6,35,9,29,16,26,5,24,21,28,15,35,14,38,4,18,10,30,16,32,5,26,14,23,MXD1_1753104514_5,2,2,1,2,6,2,2,2,7,2,2,2,1,1.08589071216433
1333,411118030,16,26,34,31,1,30,3,11,40,17,16,25,15,29,6,20,1,7,33,36,6,28,5,19,30,18,15,29,3,37,13,26,5,35,31,12,MXD1_1753104514_5,2,2,1,5,3,3,6,4,7,2,2,2,2,1.08589071216433
2076,411118033,5,20,24,30,10,13,2,38,24,26,21,27,25,29,38,33,39,31,1,18,2,13,32,29,33,4,31,36,3,27,5,28,25,13,34,19,MXD1_1753104514_5,2,2,2,4,3,4,5,3,6,2,2,2,1,1.08589071216433
159,411118056,31,25,27,17,30,3,35,26,37,1,5,7,15,10,16,11,32,13,27,26,6,1,16,8,33,9,5,12,27,11,22,29,14,24,6,28,MXD1_1753104514_5,2,2,1,2,6,3,5,6,3,2,2,2,2,1.08589071216433
1923,411118066,32,26,6,13,33,24,34,29,10,35,2,18,9,12,1,37,5,11,10,13,2,24,8,12,3,23,10,28,3,38,7,25,2,12,3,36,MXD1_1753104514_5,2,2,1,4,7,1,6,2,5,2,2,1,2,.725691563393843
236,411118075,17,26,14,39,10,11,3,29,19,27,5,37,2,21,6,32,9,31,3,36,8,13,21,23,10,28,1,7,6,30,16,12,22,36,15,13,MXD1_1753104514_5,1,2,1,2,3,3,6,4,4,2,2,2,2,2.27524085928601
334,411118089,37,20,15,13,8,26,16,19,5,24,22,28,6,17,14,38,10,26,8,19,3,39,4,13,40,17,11,18,22,19,15,37,6,28,4,39,MXD1_1753104514_5,1,2,2,5,1,4,4,5,12,2,2,1,2,2.27524085928601
133,411118094,16,35,31,19,27,24,3,2,17,23,16,12,15,18,6,20,14,7,33,23,2,28,14,19,17,18,32,38,3,40,10,26,5,28,39,24,MXD1_1753104514_5,1,2,2,2,1,1,6,6,10,2,1,1,1,2.27524085928601
346,411118095,8,40,1,32,16,26,3,30,6,27,4,34,25,38,18,12,15,26,2,11,3,32,6,30,9,35,10,13,25,31,15,37,9,26,16,36,MXD1_1753104514_5,2,2,1,4,4,1,1,2,1,1,1,1,1,.725691563393843
996,411118097,20,26,8,38,10,25,22,14,2,16,9,31,1,26,3,29,6,25,2,19,22,15,6,35,8,14,5,4,9,30,10,38,21,18,40,14,MXD1_1753104514_5,1,2,1,5,6,2,6,6,5,2,2,1,2,2.27524085928601
1770,411118101,27,17,6,26,10,28,9,13,39,12,22,20,14,26,21,35,6,13,7,29,27,38,16,34,10,35,5,12,6,19,16,40,10,36,20,2,MXD1_1753104514_5,2,2,1,1,6,2,4,2,7,2,2,2,1,1.08589071216433
1182,411118103,10,26,6,24,2,38,3,35,22,13,1,23,17,26,8,12,3,38,39,13,33,25,10,28,6,12,7,32,1,30,9,11,2,26,8,18,MXD1_1753104514_5,2,2,1,3,1,2,5,2,8,2,1,1,1,.725691563393843
1524,411118108,20,38,21,28,19,29,31,17,10,38,9,30,14,24,5,35,6,11,10,39,9,29,3,23,4,11,6,36,5,35,22,28,7,38,4,20,MXD1_1753104514_5,2,2,2,4,8,2,3,2,5,2,2,2,1,.725691563393843
548,411118117,10,28,9,31,4,38,15,2,5,18,1,24,10,19,8,38,11,39,13,30,1,35,17,25,22,31,13,24,3,34,9,18,7,20,16,25,MXD1_1753104514_5,1,2,2,3,7,1,6,4,3,2,2,1,1,2.27524085928601
722,411118123,22,33,6,19,14,12,10,24,3,29,27,32,8,28,5,34,10,19,2,29,1,26,3,18,10,11,9,24,2,28,7,12,15,25,6,36,MXD1_1753104514_5,2,2,1,5,1,3,5,4,10,2,2,1,1,.725691563393843
621,411118142,15,28,6,36,4,25,34,27,31,39,5,26,33,20,24,28,19,29,16,39,32,13,3,18,5,26,11,38,16,7,2,24,33,1,15,8,MXD1_1753104514_5,2,2,2,1,2,3,1,2,4,1,2,2,1,.564169158438105
1141,411118143,27,10,6,29,37,35,2,15,10,12,8,28,3,13,5,34,23,25,2,37,23,19,5,22,11,29,8,12,3,34,6,40,7,36,9,13,MXD1_1753104514_5,1,2,1,4,2,3,4,6,6,2,1,1,2,.845616293641235
1849,411118147,17,18,23,38,10,11,9,25,34,26,17,29,3,24,39,7,5,11,14,38,10,26,3,18,15,29,2,28,9,25,16,35,10,11,33,12,MXD1_1753104514_5,2,2,2,2,1,2,6,3,3,2,2,1,2,.93137986821692
941,411118150,3,18,10,23,2,25,7,35,16,11,9,39,2,19,1,20,17,13,16,7,15,34,3,21,4,12,20,28,1,13,9,26,2,21,10,11,MXD1_1753104514_5,2,2,2,5,1,1,2,4,9,2,1,2,1,.93137986821692
1313,411118153,5,27,37,28,6,12,3,30,5,33,23,32,14,1,6,11,4,13,3,12,22,2,21,39,20,1,11,15,24,14,4,19,37,13,22,27,MXD1_1753104514_5,1,2,2,5,8,2,6,3,9,2,2,1,2,1.26534043612892
1878,411118155,40,24,7,11,34,14,9,29,10,28,31,23,6,25,32,19,15,26,9,35,34,1,6,29,32,18,10,28,33,17,8,19,9,24,30,18,MXD1_1753104514_5,2,2,1,5,6,2,1,4,8,1,1,2,2,.93137986821692
215,411118160,27,19,37,39,9,14,2,13,6,18,26,15,17,30,11,36,7,28,1,9,18,26,10,32,23,16,36,29,22,8,39,5,31,21,27,17,MXD1_1753104514_5,1,2,1,2,1,1,5,4,12,2,1,2,2,1.26534043612892
280,411118170,17,29,16,30,34,27,6,32,1,24,13,28,15,35,3,38,16,29,10,28,15,40,23,38,3,36,14,27,13,37,21,25,10,18,17,35,MXD1_1753104514_5,2,2,2,1,1,2,6,3,9,2,2,2,2,1.08589071216433
402,411118172,22,21,12,33,34,2,10,4,27,26,24,15,39,18,5,29,17,2,15,32,20,39,36,35,24,13,8,30,17,25,3,32,37,10,23,28,MXD1_1753104514_5,1,2,1,1,8,3,4,6,5,2,2,1,1,1.26534043612892
349,411118181,32,13,14,19,2,37,1,25,22,26,6,17,3,24,7,19,16,34,1,38,10,26,3,12,15,24,2,32,9,25,16,35,3,27,15,12,MXD1_1753104514_5,1,2,2,1,1,4,2,2,5,2,1,2,2,2.27524085928601
475,411118189,10,33,8,26,27,28,4,30,23,17,3,29,22,25,2,17,4,33,6,32,3,29,5,28,10,26,2,18,37,30,4,31,6,12,1,24,MXD1_1753104514_5,2,2,1,5,7,2,6,4,9,2,2,2,2,.725691563393843
501,411118190,16,38,35,2,6,28,21,11,8,5,18,20,24,19,35,4,36,13,30,38,20,7,31,32,23,21,27,37,9,6,28,2,17,40,22,29,MXD1_1753104514_5,1,2,1,2,6,2,1,1,10,1,1,1,1,2.27524085928601
532,411118191,25,21,27,14,17,1,13,36,32,28,30,8,5,21,39,4,33,6,28,26,39,11,24,9,10,15,22,34,35,14,33,21,40,18,4,5,MXD1_1753104514_5,2,2,2,2,7,3,4,6,6,2,1,1,1,1.08589071216433
412,411118196,34,13,22,35,3,15,17,28,8,11,21,25,10,12,34,13,3,24,33,18,14,28,10,26,6,29,32,12,3,25,2,27,5,30,7,25,MXD1_1753104514_5,1,2,1,5,4,2,5,3,9,2,2,1,2,1.26534043612892
856,411118199,17,6,1,14,30,25,4,26,40,12,31,29,8,23,7,16,2,26,17,14,21,13,30,5,3,18,40,15,1,29,33,27,2,16,3,12,MXD1_1753104514_5,1,2,2,2,8,3,1,6,2,1,1,2,2,1.26534043612892
522,411118205,2,28,6,29,9,37,14,36,3,26,22,19,15,35,9,29,8,31,6,34,16,28,17,35,14,40,1,12,3,36,22,20,10,30,6,33,MXD1_1753104514_5,1,2,2,5,8,4,6,3,9,2,2,1,1,1.26534043612892
380,411118209,11,26,1,19,20,29,6,32,7,28,23,25,2,26,10,14,6,4,22,29,3,25,10,36,2,28,3,26,40,24,22,18,1,30,3,29,MXD1_1753104514_5,2,2,1,2,1,1,5,1,1,1,2,1,2,.725691563393843
357,411118222,10,29,23,28,6,39,1,32,21,36,9,25,5,37,4,34,1,35,23,22,6,26,18,25,10,24,5,7,19,27,6,31,4,36,2,29,MXD1_1753104514_5,2,2,1,5,1,3,6,6,3,2,1,2,2,.725691563393843
780,411118228,6,40,1,35,15,10,39,14,32,16,23,25,2,21,18,1,15,14,11,36,17,38,32,3,29,40,21,28,25,35,24,18,37,40,18,13,MXD1_1753104514_5,1,2,1,2,2,3,3,4,10,2,2,1,1,.845616293641235
355,411118233,6,11,39,28,21,25,15,34,9,18,14,19,16,26,5,35,15,13,27,28,10,36,34,18,5,23,8,35,6,24,16,12,17,25,7,13,MXD1_1753104514_5,2,2,2,3,7,1,6,4,3,2,2,2,1,.93137986821692
694,411118240,24,14,9,30,26,25,19,29,22,17,27,14,21,4,6,28,39,10,40,1,27,33,21,29,39,25,9,28,22,20,3,23,36,10,24,11,MXD1_1753104514_5,2,2,1,4,1,2,4,3,10,2,1,2,1,.725691563393843
1533,411118241,5,25,2,40,1,8,16,12,15,29,6,18,19,13,3,28,2,24,16,29,6,30,1,28,7,17,36,26,3,13,10,27,6,25,9,30,MXD1_1753104514_5,1,2,1,1,4,3,4,3,4,2,1,1,2,1.26534043612892
786,411118254,5,35,17,11,27,29,14,12,16,8,6,40,15,30,1,28,25,35,3,12,16,33,2,20,1,10,6,23,18,13,14,29,3,19,2,35,MXD1_1753104514_5,2,2,2,3,1,1,6,3,4,2,1,1,2,.93137986821692
1872,411118256,9,31,38,5,24,4,6,14,27,29,19,36,33,25,28,39,37,18,19,30,16,24,1,35,25,22,4,11,5,2,30,23,37,17,35,16,MXD1_1753104514_5,1,2,3,4,2,1,6,3,9,2,2,2,2,2.27524085928601
1596,411118260,17,26,1,38,3,28,14,24,16,32,9,39,15,26,3,29,6,24,2,36,15,28,6,29,16,20,5,33,9,36,10,12,21,28,14,29,MXD1_1753104514_5,1,2,3,3,8,1,4,4,7,2,1,2,1,2.27524085928601
893,411118275,34,22,38,18,25,39,12,21,2,5,11,35,20,32,17,7,40,25,39,2,19,14,1,36,6,16,22,7,40,23,28,13,38,32,20,17,MXD1_1753104514_5,1,2,1,4,4,4,4,6,7,2,1,2,1,1.26534043612892
1644,411118289,40,39,21,28,27,34,16,36,23,35,7,32,14,2,10,26,9,36,6,25,15,28,7,30,16,4,33,11,6,24,10,25,8,20,1,32,MXD1_1753104514_5,2,2,1,5,6,2,3,3,9,2,1,1,1,.93137986821692
831,411118290,25,28,1,16,19,29,6,13,2,14,3,30,17,4,27,24,10,12,1,11,2,28,25,24,17,16,39,15,40,12,2,34,10,29,3,26,MXD1_1753104514_5,2,2,2,2,8,3,2,3,10,2,2,2,1,.725691563393843
1511,411118299,6,36,22,25,17,26,23,24,6,4,13,35,19,18,14,25,6,34,8,38,4,29,14,35,10,27,15,34,2,32,17,18,14,29,16,37,MXD1_1753104514_5,2,2,1,2,1,4,6,3,7,2,2,2,2,.725691563393843
754,411118305,22,31,37,30,4,12,2,31,27,18,7,38,6,35,22,13,10,31,5,11,21,28,20,29,3,38,4,18,6,30,16,32,5,19,4,14,MXD1_1753104514_5,1,2,2,5,8,3,6,6,5,2,2,2,1,1.26534043612892
554,411118320,16,27,15,11,6,38,35,10,19,14,22,2,34,28,25,36,40,24,20,14,21,34,12,4,28,18,8,11,36,35,23,24,5,10,29,9,MXD1_1753104514_5,1,2,2,2,1,3,5,6,9,2,2,2,1,2.27524085928601
853,411118327,13,33,6,28,5,26,17,37,2,40,16,39,11,25,14,28,7,39,32,26,2,21,4,34,16,29,12,20,27,22,14,36,3,25,1,39,MXD1_1753104514_5,1,2,1,4,6,4,4,5,9,2,1,2,2,2.27524085928601
1580,411118328,16,26,19,38,13,29,6,32,7,28,15,27,8,26,10,40,16,38,19,29,3,35,10,36,2,28,13,37,5,40,15,36,8,21,3,29,MXD1_1753104514_5,1,2,1,4,4,3,6,2,5,2,1,1,2,1.26534043612892
628,411118329,21,38,6,30,15,31,16,29,10,35,2,37,5,28,20,18,22,23,10,36,9,25,16,18,14,35,15,38,6,31,21,28,32,18,16,35,MXD1_1753104514_5,2,2,2,4,8,3,1,6,11,1,2,2,1,.725691563393843
590,411118338,32,18,5,19,22,38,8,26,36,11,6,29,3,20,33,28,10,18,9,11,2,19,3,35,34,25,5,13,22,21,2,12,34,35,33,26,MXD1_1753104514_5,2,2,3,2,3,4,6,3,2,2,2,2,2,1.95256774105317
855,411118339,2,28,9,24,22,15,5,12,3,17,8,19,21,11,6,26,2,12,16,28,8,24,5,17,1,11,9,15,10,26,3,29,22,18,31,26,MXD1_1753104514_5,1,2,2,5,7,1,4,6,5,2,2,2,2,2.27524085928601
546,411118342,9,20,15,27,5,24,2,22,40,28,4,29,3,37,39,35,13,24,22,34,2,28,5,38,10,35,14,37,6,34,3,29,22,25,4,38,MXD1_1753104514_5,2,2,1,1,5,4,2,3,10,2,2,2,2,1.95256774105317
283,411118353,31,26,39,14,7,11,24,38,27,34,10,23,4,39,34,36,9,17,12,14,4,40,22,25,8,20,29,33,5,18,21,36,37,17,35,26,MXD1_1753104514_5,2,2,2,5,7,4,6,2,2,2,2,2,2,.93137986821692
763,411118354,8,26,15,31,1,25,2,35,6,26,16,29,10,28,3,23,17,27,6,25,10,24,2,28,4,13,17,33,16,11,10,7,14,25,17,24,MXD1_1753104514_5,2,2,1,2,6,2,5,3,9,2,2,1,2,1.08589071216433
1185,411118355,25,15,22,11,3,35,36,27,7,26,10,33,15,4,37,18,13,40,1,17,16,25,39,34,28,5,19,6,4,11,33,3,18,38,8,24,MXD1_1753104514_5,2,2,2,2,2,2,4,2,5,2,2,2,1,.564169158438105
1147,411118359,22,1,8,18,7,19,33,28,34,38,9,30,10,26,11,27,16,24,6,25,9,39,10,22,15,23,7,18,8,19,2,35,9,12,10,40,MXD1_1753104514_5,2,2,1,1,8,5,5,4,3,2,1,2,2,.564169158438105
396,411118366,23,20,1,38,3,25,34,19,2,12,9,21,27,26,3,38,6,25,2,19,15,18,6,35,16,20,33,37,34,36,10,38,32,35,4,39,MXD1_1753104514_5,2,2,2,2,6,4,5,2,5,2,1,2,2,1.08589071216433
868,411118367,11,29,6,27,22,31,1,26,3,12,11,28,6,24,8,19,10,29,3,34,2,32,10,18,7,38,5,26,16,33,1,36,17,31,6,30,MXD1_1753104514_5,2,2,1,5,3,2,2,6,8,2,2,2,2,1.08589071216433
1642,411118370,5,29,19,28,9,30,10,21,11,38,8,22,40,1,2,27,9,26,21,35,4,29,8,25,10,13,3,31,2,40,10,15,22,29,5,24,MXD1_1753104514_5,2,2,2,5,5,3,6,4,10,2,2,1,1,1.95256774105317
1385,411118380,4,34,10,25,5,37,21,18,16,38,3,32,15,11,8,30,27,23,2,18,15,38,4,37,22,35,6,34,7,26,3,33,15,24,2,28,MXD1_1753104514_5,2,2,1,2,8,1,6,3,13,2,1,2,1,.564169158438105
205,411118383,10,32,37,19,8,12,17,11,27,30,3,21,6,23,36,10,16,32,37,12,22,20,6,21,29,38,5,26,4,33,15,25,27,19,35,26,MXD1_1753104514_5,2,2,2,2,1,2,4,6,7,2,1,2,2,.93137986821692
2378,411118385,3,36,15,12,10,29,22,38,14,30,6,11,40,18,10,25,23,17,1,38,6,18,3,35,16,26,33,38,9,11,19,35,39,28,2,17,MXD1_1753104514_5,2,2,2,3,6,4,6,2,10,2,2,2,2,1.08589071216433
514,411118400,33,18,5,11,34,3,25,26,23,10,20,32,29,12,5,33,13,21,38,6,14,24,3,25,30,22,15,32,12,36,21,2,40,31,37,26,MXD1_1753104514_5,1,2,1,1,2,1,6,4,12,2,1,2,2,.845616293641235
451,411118403,10,18,9,25,16,28,15,37,3,35,22,20,8,19,38,23,1,37,28,2,13,24,15,33,25,34,26,12,31,3,33,9,23,4,32,27,MXD1_1753104514_5,1,2,2,3,2,1,4,3,4,2,2,2,1,1.08529578110338
711,411118404,19,22,7,26,5,36,30,24,33,4,8,37,34,32,9,35,10,28,23,30,34,26,8,39,40,29,27,36,6,20,9,26,16,28,10,38,MXD1_1753104514_5,1,2,2,4,1,4,6,4,7,2,2,2,2,2.27524085928601
166,411118408,3,9,23,35,2,20,38,31,5,36,3,29,15,17,14,34,16,2,26,38,36,9,31,12,25,13,7,30,21,36,28,18,16,23,5,33,MXD1_1753104514_5,2,2,2,4,8,2,5,4,10,2,2,1,2,.725691563393843
1925,411118413,37,1,32,39,16,4,2,26,33,35,31,39,37,23,5,25,3,35,2,17,37,13,18,26,32,29,16,12,9,25,15,7,19,29,9,13,MXD1_1753104514_5,2,2,1,4,8,2,5,2,5,2,2,1,2,.564169158438105
2068,411118415,11,29,9,27,22,35,7,26,3,17,40,28,6,24,8,38,10,29,3,25,2,27,10,18,7,28,5,26,8,12,1,35,40,29,15,23,MXD1_1753104514_5,2,2,1,1,3,2,6,2,3,2,1,1,2,1.08589071216433
285,411118418,24,25,8,6,35,3,13,29,7,14,33,10,4,15,18,39,31,40,17,38,22,16,39,2,24,28,19,29,4,27,36,33,13,39,8,1,MXD1_1753104514_5,2,2,2,1,2,3,2,2,10,2,1,1,1,.564169158438105
610,411118419,26,17,4,40,9,20,14,22,16,8,2,31,17,28,37,39,24,32,33,23,37,10,31,29,36,25,26,15,31,11,35,21,9,12,23,13,MXD1_1753104514_5,2,2,2,1,7,1,6,7,13,2,2,2,2,1.08589071216433
1412,411118423,10,38,6,21,24,20,3,35,17,23,16,4,27,18,37,30,34,28,15,38,3,19,16,18,2,36,34,39,6,35,14,36,16,7,15,18,MXD1_1753104514_5,1,2,1,4,3,2,6,3,9,2,2,1,2,2.27524085928601
310,411118431,17,36,37,40,27,5,6,22,8,16,31,38,22,28,39,37,35,11,23,6,8,15,18,31,4,9,15,7,17,28,24,40,9,10,23,13,MXD1_1753104514_5,1,2,3,1,2,99999997,2,2,10,2,1,1,1,2.27524085928601
1633,411118445,18,26,19,4,1,30,3,36,23,38,16,10,29,8,9,39,13,14,23,32,28,4,19,5,17,20,29,38,37,40,13,26,28,35,24,39,MXD1_1753104514_5,1,2,2,4,8,2,6,2,1,1,1,2,1,1.26534043612892
961,411118455,1,38,14,18,5,20,7,39,3,35,40,38,9,29,15,25,10,24,3,18,6,28,7,23,11,20,14,25,16,39,9,38,8,25,10,29,MXD1_1753104514_5,2,2,1,5,1,3,4,3,9,2,2,1,2,.725691563393843
2063,411118469,3,24,14,22,10,15,34,28,6,37,16,35,11,38,17,36,2,20,6,28,1,18,13,39,16,38,14,35,3,30,1,37,22,28,2,18,MXD1_1753104514_5,2,2,2,4,1,3,6,2,9,2,2,2,2,.93137986821692
296,411118491,5,13,10,1,8,11,33,29,3,28,39,24,10,21,6,13,2,35,16,29,14,26,40,25,10,13,16,24,15,26,14,28,5,29,6,24,MXD1_1753104514_5,2,1,2,5,8,1,1,2,7,1,2,2,2,1.81541793809307
455,411118506,34,26,7,25,1,38,16,18,27,4,6,21,14,17,22,34,20,26,5,25,2,35,6,24,15,17,21,13,22,39,16,34,21,36,3,35,MXD1_1753104514_5,1,1,2,5,8,4,6,2,10,2,2,2,2,3.80380182200603
874,411118549,19,25,10,40,22,12,9,32,17,35,10,23,27,36,5,18,6,33,40,26,4,13,8,36,28,12,40,34,9,32,8,31,6,30,4,22,MXD1_1753104514_5,2,1,2,5,1,3,5,3,7,2,2,2,2,3.26434922293851
801,411118552,16,17,31,2,15,6,34,26,38,3,18,20,19,7,29,39,14,13,38,11,28,7,15,24,33,13,27,26,16,9,19,12,31,17,15,22,MXD1_1753104514_5,2,1,3,2,1,99999997,6,6,7,2,2,2,2,1.81541793809307
979,411118554,9,28,6,38,15,26,10,34,17,37,16,12,3,11,2,13,24,37,3,26,1,36,21,30,16,31,5,35,6,32,4,30,17,35,2,38,MXD1_1753104514_5,2,1,1,4,1,99999997,6,2,5,2,2,2,1,.943191426977055
2327,411118582,6,40,32,31,24,37,36,5,15,35,29,21,30,9,28,37,2,17,20,1,36,21,24,19,23,39,14,22,16,35,28,30,27,23,39,7,MXD1_1753104514_5,1,1,2,1,8,4,2,5,5,2,2,1,2,3.80380182200603
793,411118596,16,17,21,27,18,25,1,36,37,15,16,7,8,4,21,38,17,6,24,40,11,28,31,14,19,3,36,15,5,23,34,2,40,20,15,32,MXD1_1753104514_5,1,1,1,5,8,1,6,2,5,2,1,1,2,3.80380182200603
345,411118602,2,26,33,35,17,38,15,24,19,36,10,20,16,26,19,39,16,40,4,26,34,18,17,21,5,38,9,24,10,18,16,20,17,31,4,25,MXD1_1753104514_5,2,1,2,3,2,4,6,6,11,2,2,2,2,3.26434922293851
1310,411118612,4,24,30,27,28,8,1,36,26,31,4,2,13,32,39,28,34,29,30,15,2,22,3,12,31,29,26,32,6,10,30,38,11,3,15,29,MXD1_1753104514_5,2,1,2,2,1,1,1,2,4,1,2,2,2,3.26434922293851
842,411118696,9,29,37,31,39,25,4,30,40,13,6,24,3,26,5,29,16,17,15,24,37,20,22,31,6,18,5,28,40,38,3,29,8,26,10,39,MXD1_1753104514_5,2,1,1,5,4,5,5,2,11,2,2,2,1,.943191426977055
1653,411118703,7,31,9,28,3,39,16,35,10,38,14,18,40,11,9,39,10,26,4,40,17,18,6,36,5,35,9,38,33,12,16,28,2,30,5,29,MXD1_1753104514_5,2,1,1,1,6,4,2,6,7,2,2,2,2,1.81541793809307
708,411118722,14,12,2,13,8,25,3,20,17,19,10,35,4,24,16,36,2,12,15,18,3,26,16,34,17,35,22,13,10,32,1,19,7,38,16,29,MXD1_1753104514_5,2,1,2,1,2,4,4,2,5,2,2,1,2,3.26434922293851
2393,411118737,34,3,18,28,33,29,23,12,15,5,8,35,32,20,10,19,4,40,21,38,31,19,27,35,16,6,7,18,9,23,3,13,34,38,17,35,MXD1_1753104514_5,2,1,2,5,8,3,6,3,11,2,1,2,1,1.81541793809307
307,411118747,16,33,3,31,2,19,6,36,7,18,5,28,14,35,10,13,3,29,15,20,27,19,16,18,10,11,9,26,1,35,22,13,10,26,16,11,MXD1_1753104514_5,1,1,2,3,6,4,6,2,7,2,1,1,1,3.80380182200603
1941,411118766,16,35,19,18,37,7,14,25,32,24,9,27,22,35,17,25,23,20,32,26,28,29,19,35,34,31,23,27,22,21,10,29,33,13,16,26,MXD1_1753104514_5,1,1,2,4,8,1,6,3,7,2,1,1,2,3.80380182200603
851,411118770,32,20,2,18,17,29,39,26,6,13,3,12,9,7,23,8,17,18,5,29,3,11,10,12,23,26,6,35,2,27,5,25,34,28,17,8,MXD1_1753104514_5,1,1,1,5,8,1,1,2,5,1,1,1,1,3.80380182200603
1549,411118775,32,17,23,14,10,37,1,9,40,26,6,29,24,4,31,39,34,16,36,14,10,26,12,18,29,21,32,28,13,14,31,16,27,3,33,15,MXD1_1753104514_5,2,1,2,2,2,1,2,2,4,2,2,2,2,3.26434922293851
1071,411118789,3,21,11,28,23,14,2,38,34,24,16,15,6,31,7,29,10,8,26,39,19,25,1,38,22,23,6,26,14,39,34,9,5,18,19,15,MXD1_1753104514_5,2,1,2,2,2,4,5,3,9,2,2,1,1,3.26434922293851
657,411118807,10,29,34,28,6,39,15,18,7,36,9,25,8,20,2,39,1,13,16,23,6,26,11,25,10,38,9,35,14,27,16,12,11,36,2,29,MXD1_1753104514_5,2,1,1,4,2,4,6,3,3,2,2,2,1,.943191426977055
1952,411118813,38,26,5,17,36,2,8,18,10,12,15,7,14,26,25,2,5,3,34,39,15,14,8,19,13,26,21,18,24,33,23,16,11,35,14,3,MXD1_1753104514_5,2,1,2,1,2,5,5,2,10,2,2,1,2,3.26434922293851
2078,411118814,3,36,15,34,2,7,22,38,9,30,6,13,8,40,10,34,17,29,1,38,6,7,3,13,16,26,32,12,9,11,37,31,8,30,2,12,MXD1_1753104514_5,2,1,2,5,1,4,3,2,5,2,2,1,1,3.26434922293851
648,411118821,17,18,19,25,34,26,16,36,31,28,14,13,2,25,6,37,31,39,22,3,5,29,23,24,19,13,9,12,22,39,7,25,33,27,23,24,MXD1_1753104514_5,2,1,2,1,1,4,2,2,3,2,2,1,2,3.26434922293851
331,411118831,15,30,33,25,6,39,11,16,27,9,14,22,10,40,19,5,37,24,6,22,12,25,27,17,19,15,20,24,5,18,7,26,38,11,33,1,MXD1_1753104514_5,1,1,2,3,2,4,6,2,5,2,2,1,1,3.80380182200603
376,411118836,10,29,5,3,7,23,9,29,2,26,15,25,6,19,8,29,16,35,10,25,2,27,8,26,37,38,1,24,16,28,14,19,3,23,10,18,MXD1_1753104514_5,2,1,2,5,5,4,6,6,4,2,1,2,2,.943191426977055
602,411118852,3,29,11,18,21,24,9,28,32,16,10,14,22,26,1,27,4,25,7,38,5,24,10,28,8,26,9,27,4,34,2,14,1,26,4,28,MXD1_1753104514_5,2,1,2,4,5,4,5,6,5,2,2,2,2,.943191426977055
776,411118854,6,38,3,26,16,2,17,20,27,1,15,25,13,24,19,29,14,38,13,36,16,35,9,29,6,28,15,33,18,30,11,31,16,25,15,30,MXD1_1753104514_5,2,1,2,4,2,4,6,2,7,2,2,2,2,3.26434922293851
2372,411118863,10,17,33,28,2,36,15,39,34,4,16,12,9,18,22,26,8,24,10,28,34,37,9,26,3,12,6,11,32,20,16,35,9,29,32,36,MXD1_1753104514_5,2,1,1,4,6,4,6,4,5,2,2,2,1,1.81541793809307
313,411118868,2,11,1,31,14,32,9,35,16,26,15,25,5,24,21,19,6,27,3,35,10,11,1,32,2,35,14,26,22,20,10,38,16,12,3,18,MXD1_1753104514_5,2,1,1,5,2,4,6,2,5,2,1,2,2,.943191426977055
784,411118870,40,35,22,28,16,26,13,23,7,38,3,39,22,20,25,26,15,29,10,28,7,27,25,38,13,35,12,40,15,29,17,18,9,27,10,38,MXD1_1753104514_5,1,1,1,5,1,4,6,7,7,2,2,2,1,3.80380182200603
2360,411118879,5,28,6,18,17,25,2,28,5,24,3,21,13,34,8,30,39,26,27,28,2,36,16,23,6,35,8,25,10,38,16,24,40,30,3,26,MXD1_1753104514_5,2,1,1,5,7,2,6,2,5,2,2,1,1,.943191426977055
198,411118883,16,12,11,25,3,33,5,24,15,18,21,13,8,39,14,20,17,32,4,12,7,11,6,30,2,18,16,13,29,24,22,25,15,26,5,13,MXD1_1753104514_5,1,1,2,2,6,1,3,2,4,2,2,2,2,3.80380182200603
279,411118889,6,38,3,26,33,1,10,35,40,37,34,14,33,27,8,26,10,1,23,28,31,35,5,39,16,37,19,13,32,36,23,12,10,28,40,18,MXD1_1753104514_5,2,1,1,3,7,2,6,3,4,2,1,1,2,.943191426977055
