respondent_id,loglik,n_events,rlh
1126,-35.618311,36,0.371801
1127,-59.044982,36,0.193953
1128,-39.871380,36,0.330371
1131,-35.945666,36,0.368435
1133,-39.769008,36,0.331312
1134,-35.468327,36,0.373353
1135,-35.789106,36,0.370041
1136,-35.769369,36,0.370244
1137,-68.911934,36,0.147457
1138,-39.593245,36,0.332934
1139,-59.163287,36,0.193317
1140,-59.131146,36,0.193490
1141,-45.516958,36,0.282420
1142,-38.704429,36,0.341256
1143,-35.496363,36,0.373062
1144,-30.743926,36,0.425710
1146,-50.872956,36,0.243378
1147,-30.364272,36,0.430223
1149,-39.833377,36,0.330720
1150,-35.998323,36,0.367897
1151,-58.452048,36,0.197174
1152,-67.989581,36,0.151284
1153,-50.522872,36,0.245757
1154,-51.015154,36,0.242419
1156,-40.557027,36,0.324139
1158,-30.353967,36,0.430346
1159,-30.750867,36,0.425627
1166,-35.331309,36,0.374777
1168,-49.913982,36,0.249949
1169,-35.456153,36,0.373479
1171,-47.614946,36,0.266432
1173,-45.840288,36,0.279895
1174,-35.427958,36,0.373772
1175,-58.959853,36,0.194412
1176,-50.092827,36,0.248710
1177,-35.904990,36,0.368852
1178,-47.629367,36,0.266325
1179,-39.022983,36,0.338249
1180,-58.236039,36,0.198361
1182,-38.942768,36,0.339004
1183,-37.148107,36,0.356332
1184,-50.353470,36,0.246916
1185,-30.393682,36,0.429872
1186,-39.802729,36,0.331002
1187,-58.677692,36,0.195942
1188,-35.573545,36,0.372263
1189,-105.381249,36,0.053544
1190,-51.878499,36,0.236675
1191,-47.527657,36,0.267078
1192,-35.801191,36,0.369917
1193,-39.697978,36,0.331966
1194,-40.627477,36,0.323505
1195,-58.974643,36,0.194333
1196,-68.041037,36,0.151067
1197,-45.671338,36,0.281211
1198,-59.119868,36,0.193550
1199,-52.392503,36,0.233319
1200,-52.736375,36,0.231101
1201,-69.256945,36,0.146050
1203,-51.012017,36,0.242440
1204,-35.953945,36,0.368350
1206,-38.668942,36,0.341592
1207,-59.235232,36,0.192931
1208,-39.212134,36,0.336477
1209,-57.781653,36,0.200880
1210,-59.424495,36,0.191919
1211,-106.805692,36,0.051466
1212,-40.635412,36,0.323434
1213,-61.027640,36,0.183560
1216,-50.407611,36,0.246545
1217,-36.084810,36,0.367014
1218,-38.879158,36,0.339603
1223,-47.234157,36,0.269265
1224,-47.690177,36,0.265875
1225,-36.728719,36,0.360508
1226,-50.432125,36,0.246377
1227,-59.503783,36,0.191497
1228,-50.227850,36,0.247779
1229,-58.498834,36,0.196918
1230,-39.357460,36,0.335121
1231,-60.483346,36,0.186357
1232,-70.511969,36,0.141046
1233,-47.296063,36,0.268802
1234,-59.413095,36,0.191980
1235,-106.257401,36,0.052256
1236,-50.755253,36,0.244175
1238,-59.378158,36,0.192166
1239,-61.193167,36,0.182718
1240,-36.781234,36,0.359982
1242,-51.848081,36,0.236875
1244,-40.963246,36,0.320502
1246,-46.017390,36,0.278521
1247,-46.184990,36,0.277228
1248,-35.675407,36,0.371211
1249,-50.888833,36,0.243271
1250,-36.798889,36,0.359806
1252,-35.963449,36,0.368253
1253,-35.475272,36,0.373281
1254,-35.435036,36,0.373698
1255,-61.166223,36,0.182855
1256,-52.341322,36,0.233651
1257,-36.953311,36,0.358266
1258,-30.310077,36,0.430871
1259,-68.961640,36,0.147253
1260,-35.479561,36,0.373236
1261,-35.760900,36,0.370331
1262,-47.420941,36,0.267871
1264,-45.943256,36,0.279095
1265,-51.899885,36,0.236534
1266,-59.191846,36,0.193164
1267,-45.503390,36,0.282526
1268,-59.446811,36,0.191800
1269,-40.139564,36,0.327919
1270,-50.834158,36,0.243641
1271,-45.795568,36,0.280243
1272,-50.171801,36,0.248165
1273,-35.865999,36,0.369251
1275,-30.384990,36,0.429975
1276,-35.883483,36,0.369072
1277,-59.032574,36,0.194020
1278,-121.475885,36,0.034241
1279,-47.038809,36,0.270730
1280,-47.641185,36,0.266238
1281,-52.166985,36,0.234786
1282,-59.326325,36,0.192443
1283,-52.434192,36,0.233049
1284,-35.452501,36,0.373517
1285,-35.457696,36,0.373463
1286,-30.661352,36,0.426687
1287,-50.518571,36,0.245786
1288,-60.682761,36,0.185327
1289,-34.996204,36,0.378281
1290,-39.674821,36,0.332180
1292,-70.507283,36,0.141065
1293,-39.598540,36,0.332885
1294,-67.446425,36,0.153583
1295,-30.152612,36,0.432760
1296,-52.502347,36,0.232608
1297,-40.781759,36,0.322121
1298,-40.838680,36,0.321613
1299,-36.098017,36,0.366879
1301,-35.824646,36,0.369676
1303,-60.100788,36,0.188348
1305,-45.970026,36,0.278888
1306,-35.774982,36,0.370186
1307,-50.810413,36,0.243802
1308,-104.983274,36,0.054139
1310,-175.758205,36,0.007581
1311,-45.953607,36,0.279015
1313,-67.809689,36,0.152041
1314,-35.597380,36,0.372017
1315,-39.163366,36,0.336933
1317,-38.911675,36,0.339297
1318,-35.985000,36,0.368033
1319,-58.465667,36,0.197100
1320,-46.139526,36,0.277578
1321,-52.500358,36,0.232621
1322,-68.886007,36,0.147563
1323,-31.042057,36,0.422199
1324,-45.486166,36,0.282662
1325,-38.863103,36,0.339755
1326,-68.774200,36,0.148022
1327,-68.645260,36,0.148553
1331,-36.053728,36,0.367331
1333,-58.085314,36,0.199193
1334,-47.514716,36,0.267175
1335,-50.805516,36,0.243835
1336,-58.804777,36,0.195252
1337,-50.612315,36,0.245147
1338,-45.923174,36,0.279251
1339,-45.358596,36,0.283665
1340,-45.767346,36,0.280463
1342,-35.955912,36,0.368330
1345,-35.720649,36,0.370745
1346,-58.830425,36,0.195113
1348,-52.841146,36,0.230430
1349,-35.804506,36,0.369883
1351,-58.868796,36,0.194905
1352,-35.597934,36,0.372011
1353,-38.664822,36,0.341631
1355,-40.684073,36,0.322997
1356,-35.832881,36,0.369591
1357,-37.229857,36,0.355524
1358,-61.238456,36,0.182488
1359,-45.914512,36,0.279318
1360,-40.837450,36,0.321624
1362,-104.304678,36,0.055169
1363,-52.354970,36,0.233563
1364,-35.932828,36,0.368567
1366,-30.425624,36,0.429490
1367,-30.497653,36,0.428632
1368,-50.783502,36,0.243984
1369,-35.434901,36,0.373700
1370,-50.744063,36,0.244251
1371,-40.556984,36,0.324139
1372,-35.668448,36,0.371283
1373,-50.706336,36,0.244507
1374,-50.224019,36,0.247805
1376,-51.771053,36,0.237382
1377,-59.053018,36,0.193910
1378,-50.621652,36,0.245083
1380,-31.843160,36,0.412907
1381,-35.868939,36,0.369221
1382,-30.803090,36,0.425011
1385,-30.381555,36,0.430016
1390,-30.987254,36,0.422842
1395,-105.780573,36,0.052953
1396,-35.998253,36,0.367897
1398,-60.583015,36,0.185841
1399,-35.937750,36,0.368516
1400,-46.879114,36,0.271934
1402,-36.685825,36,0.360937
1403,-47.916081,36,0.264212
1405,-35.953171,36,0.368358
1406,-59.260193,36,0.192797
1408,-35.582428,36,0.372171
1409,-70.925658,36,0.139435
1412,-122.188042,36,0.033570
1414,-50.932758,36,0.242974
1415,-69.409919,36,0.145431
1416,-61.147329,36,0.182951
1418,-71.107556,36,0.138732
1419,-40.692398,36,0.322922
1420,-60.458516,36,0.186485
1421,-39.528289,36,0.333535
1422,-36.048726,36,0.367382
1424,-46.192847,36,0.277167
1425,-61.263493,36,0.182362
1426,-60.966488,36,0.183872
1427,-46.960418,36,0.271320
1430,-35.738396,36,0.370562
1432,-61.251031,36,0.182425
1435,-40.889357,36,0.321160
1436,-40.951387,36,0.320607
1437,-50.439351,36,0.246328
1438,-50.772413,36,0.244059
1439,-51.222605,36,0.241026
1440,-39.668012,36,0.332243
1442,-45.515327,36,0.282433
1443,-47.471096,36,0.267498
1445,-35.732287,36,0.370625
1447,-39.263630,36,0.335996
1448,-49.943483,36,0.249744
1449,-105.579007,36,0.053250
1451,-45.864084,36,0.279710
1452,-37.219797,36,0.355623
1453,-30.426450,36,0.429480
1455,-50.691075,36,0.244611
1456,-58.545100,36,0.196665
1457,-46.238221,36,0.276818
1458,-30.708151,36,0.426133
1459,-35.618294,36,0.371801
1461,-35.358886,36,0.374490
1462,-68.781320,36,0.147993
1463,-40.596266,36,0.323785
1464,-39.140753,36,0.337145
1466,-45.525545,36,0.282353
1467,-40.700420,36,0.322850
1468,-50.416845,36,0.246482
1469,-36.855147,36,0.359244
1471,-68.396911,36,0.149581
1472,-47.769280,36,0.265292
1473,-46.255643,36,0.276684
1474,-68.938694,36,0.147347
1477,-58.884446,36,0.194820
1478,-35.678196,36,0.371183
1479,-47.500776,36,0.267278
1480,-58.261197,36,0.198222
1481,-35.607344,36,0.371914
1482,-60.921245,36,0.184104
1483,-58.904437,36,0.194712
1486,-68.952820,36,0.147289
1487,-105.694577,36,0.053080
1488,-41.017943,36,0.320015
1489,-58.953840,36,0.194445
1490,-61.362461,36,0.181861
1492,-35.546764,36,0.372540
1493,-59.386178,36,0.192124
1494,-35.780635,36,0.370128
1495,-46.991986,36,0.271082
1497,-45.517023,36,0.282419
1498,-61.039194,36,0.183501
1499,-37.158180,36,0.356233
1500,-30.453210,36,0.429161
1502,-36.648702,36,0.361310
1503,-36.005049,36,0.367828
1507,-30.088283,36,0.433534
1508,-35.957132,36,0.368318
1509,-35.662400,36,0.371346
1511,-39.280371,36,0.335840
1514,-59.211234,36,0.193060
1515,-59.551451,36,0.191244
1517,-59.099948,36,0.193657
1520,-50.191360,36,0.248030
1521,-47.578715,36,0.266700
1523,-47.620089,36,0.266394
1524,-38.951793,36,0.338919
1525,-122.805662,36,0.032999
1526,-35.367693,36,0.374398
1527,-68.017793,36,0.151165
1528,-35.456659,36,0.373474
1529,-38.961013,36,0.338832
1533,-68.117375,36,0.150747
1534,-45.471029,36,0.282781
1537,-45.449104,36,0.282953
1538,-36.224051,36,0.365597
1539,-35.505588,36,0.372967
1540,-35.999346,36,0.367886
1541,-47.323238,36,0.268599
1543,-47.679266,36,0.265956
1544,-45.736022,36,0.280707
1545,-39.687919,36,0.332059
1549,-174.231228,36,0.007909
1551,-52.551418,36,0.232292
1552,-49.731487,36,0.251219
1553,-39.103341,36,0.337495
1555,-52.216692,36,0.234462
1557,-35.499346,36,0.373031
1558,-39.210335,36,0.336494
1559,-45.868153,36,0.279678
1560,-35.970512,36,0.368181
1561,-35.894887,36,0.368955
1562,-36.912575,36,0.358671
1563,-60.757411,36,0.184943
1564,-40.583338,36,0.323902
1567,-35.845030,36,0.369466
1571,-36.632463,36,0.361473
1572,-37.057071,36,0.357234
1573,-50.779260,36,0.244013
1575,-98.644540,36,0.064562
1576,-47.329692,36,0.268551
1577,-47.174456,36,0.269712
1578,-47.409857,36,0.267954
1579,-39.057131,36,0.337929
1580,-67.782994,36,0.152154
1581,-70.129148,36,0.142554
1582,-46.145197,36,0.277534
1583,-36.931167,36,0.358486
1585,-50.606818,36,0.245184
1586,-60.963652,36,0.183887
1587,-30.310376,36,0.430867
1588,-52.779052,36,0.230827
1589,-45.471283,36,0.282779
1590,-30.377853,36,0.430061
1591,-46.234671,36,0.276845
1593,-36.041889,36,0.367452
1594,-31.472835,36,0.417177
1595,-68.396828,36,0.149582
1596,-122.005627,36,0.033741
1597,-45.341779,36,0.283798
1598,-40.659207,36,0.323220
1599,-60.745065,36,0.185007
1600,-52.276549,36,0.234072
1601,-30.319592,36,0.430757
1602,-50.634743,36,0.244994
1603,-50.940578,36,0.242922
1605,-58.392485,36,0.197501
1606,-61.479505,36,0.181271
1608,-52.568291,36,0.232183
1609,-45.492202,36,0.282614
1610,-60.843887,36,0.184500
1612,-35.546959,36,0.372538
1614,-175.068477,36,0.007727
1615,-40.483246,36,0.324804
1616,-47.136562,36,0.269996
1617,-59.447527,36,0.191797
1618,-40.751096,36,0.322396
1619,-47.342182,36,0.268458
1621,-52.084934,36,0.235321
1622,-35.738874,36,0.370558
1623,-45.625267,36,0.281572
1624,-35.142352,36,0.376749
1626,-39.059498,36,0.337906
1628,-203.758553,36,0.003483
1629,-35.710451,36,0.370850
1630,-35.174201,36,0.376416
1631,-59.019653,36,0.194090
1632,-47.709589,36,0.265732
1633,-68.061588,36,0.150981
1634,-58.214139,36,0.198481
1637,-38.727261,36,0.341039
1638,-50.297382,36,0.247301
1639,-58.437978,36,0.197251
1640,-35.804828,36,0.369879
1642,-104.369102,36,0.055070
1643,-68.165188,36,0.150547
1644,-49.963470,36,0.249605
1645,-59.045719,36,0.193949
1646,-52.185674,36,0.234664
1647,-30.352403,36,0.430365
1648,-52.112445,36,0.235141
1651,-37.016863,36,0.357634
1652,-104.672741,36,0.054608
1653,-96.866904,36,0.067830
1654,-68.859809,36,0.147670
1656,-38.861422,36,0.339771
1657,-35.460510,36,0.373434
1658,-50.883286,36,0.243309
1660,-122.022326,36,0.033725
1662,-61.013919,36,0.183630
1663,-58.315783,36,0.197922
1664,-36.721483,36,0.360580
1665,-35.327444,36,0.374817
1666,-59.336873,36,0.192387
1667,-60.441206,36,0.186575
1668,-40.753695,36,0.322373
1671,-30.572578,36,0.427741
1672,-71.422959,36,0.137522
1673,-104.777511,36,0.054449
1674,-47.396162,36,0.268056
1676,-52.471352,36,0.232809
1677,-30.529218,36,0.428256
1678,-38.757601,36,0.340752
1679,-38.846840,36,0.339908
1680,-35.917814,36,0.368720
1681,-47.479027,36,0.267440
1682,-61.309436,36,0.182129
1683,-39.378265,36,0.334928
1684,-47.423794,36,0.267850
1685,-52.022055,36,0.235733
1686,-47.437271,36,0.267750
1688,-35.098243,36,0.377211
1689,-47.400843,36,0.268021
1690,-47.495397,36,0.267318
1691,-39.234154,36,0.336271
1692,-36.927782,36,0.358520
1693,-45.208662,36,0.284849
1694,-35.481455,36,0.373217
1695,-52.872855,36,0.230227
1696,-61.026264,36,0.183567
1697,-97.785879,36,0.066121
1698,-68.161214,36,0.150564
1699,-47.666908,36,0.266047
1700,-35.438944,36,0.373658
1701,-68.855380,36,0.147689
1702,-47.442341,36,0.267712
1703,-35.086739,36,0.377331
1704,-58.704115,36,0.195798
1705,-59.195848,36,0.193142
1706,-52.134082,36,0.235000
1707,-35.367906,36,0.374396
1708,-40.582225,36,0.323912
1709,-38.874710,36,0.339645
1710,-47.906123,36,0.264285
1712,-36.134012,36,0.366513
1713,-60.374670,36,0.186920
1715,-40.876204,36,0.321277
1717,-36.275804,36,0.365072
1718,-36.103471,36,0.366824
1720,-60.652499,36,0.185483
1721,-35.818607,36,0.369738
1722,-45.350549,36,0.283729
1723,-60.938838,36,0.184014
1724,-52.217290,36,0.234458
1725,-36.835296,36,0.359442
1726,-44.958850,36,0.286832
1727,-52.725039,36,0.231174
1728,-51.163664,36,0.241421
1729,-40.902766,36,0.321041
1730,-50.995302,36,0.242553
1731,-35.256400,36,0.375557
1732,-52.224117,36,0.234413
1733,-61.079805,36,0.183294
1734,-47.575194,36,0.266726
1735,-30.864327,36,0.424288
1736,-30.840599,36,0.424568
1737,-52.261325,36,0.234171
1738,-35.451902,36,0.373523
1739,-35.273167,36,0.375382
1741,-36.943260,36,0.358366
1742,-61.584026,36,0.180745
1743,-46.543642,36,0.274479
1744,-60.992702,36,0.183739
1745,-35.674004,36,0.371226
1746,-69.401881,36,0.145464
1748,-46.543475,36,0.274481
1749,-69.573458,36,0.144772
1750,-40.722962,36,0.322648
1752,-49.953674,36,0.249673
1753,-71.385928,36,0.137664
1754,-36.915787,36,0.358639
1755,-47.585595,36,0.266649
1756,-52.458013,36,0.232895
1757,-30.244064,36,0.431662
1758,-52.184369,36,0.234672
1759,-35.851634,36,0.369399
1760,-104.492233,36,0.054882
1761,-59.450519,36,0.191781
1762,-47.443357,36,0.267705
1763,-37.318398,36,0.354651
1764,-36.027177,36,0.367602
1765,-35.411517,36,0.373942
1769,-30.467128,36,0.428995
1770,-58.538632,36,0.196700
1771,-60.898337,36,0.184221
1774,-45.302941,36,0.284104
1775,-35.840487,36,0.369513
1776,-37.018762,36,0.357615
1777,-58.942935,36,0.194504
1778,-38.884333,36,0.339555
1779,-60.637297,36,0.185561
1780,-36.881571,36,0.358980
1781,-36.922065,36,0.358577
1782,-97.280226,36,0.067056
1783,-52.173336,36,0.234744
1784,-36.912398,36,0.358673
1785,-52.394987,36,0.233303
1787,-47.677826,36,0.265967
1788,-52.485266,36,0.232719
1789,-58.303907,36,0.197987
1790,-50.603377,36,0.245208
1791,-52.412516,36,0.233190
1792,-58.361808,36,0.197669
1793,-59.278905,36,0.192697
1794,-35.336076,36,0.374727
1795,-46.453795,36,0.275165
1796,-35.833140,36,0.369589
1798,-39.140013,36,0.337152
1799,-58.701773,36,0.195811
1800,-35.281173,36,0.375299
1801,-59.550207,36,0.191250
1802,-40.725476,36,0.322625
1803,-35.113654,36,0.377049
1804,-35.289418,36,0.375213
1805,-40.936578,36,0.320739
1806,-38.913193,36,0.339283
1807,-60.818932,36,0.184628
1808,-121.352128,36,0.034359
1809,-59.532123,36,0.191346
1811,-35.808838,36,0.369838
1812,-51.028710,36,0.242328
1813,-36.730728,36,0.360487
1815,-34.751542,36,0.380861
1816,-47.287751,36,0.268864
1817,-40.839469,36,0.321605
1818,-58.492286,36,0.196954
1819,-45.900820,36,0.279425
1820,-30.716676,36,0.426032
1821,-60.835446,36,0.184543
1822,-40.369844,36,0.325828
1824,-105.730385,36,0.053027
1825,-52.044879,36,0.235583
1826,-69.023101,36,0.147002
1827,-47.873456,36,0.264525
1828,-30.272445,36,0.431322
1829,-45.489190,36,0.282638
1830,-39.095365,36,0.337570
1831,-35.742464,36,0.370521
1832,-50.298988,36,0.247290
1833,-35.304230,36,0.375059
1834,-47.601971,36,0.266528
1836,-45.476233,36,0.282740
1837,-36.565993,36,0.362141
1839,-58.245638,36,0.198308
1840,-59.127795,36,0.193508
1841,-30.318608,36,0.430769
1842,-51.647912,36,0.238195
1844,-35.883519,36,0.369072
1845,-30.202382,36,0.432162
1846,-51.233721,36,0.240952
1847,-47.682865,36,0.265930
1848,-60.384980,36,0.186867
1849,-50.297421,36,0.247301
1851,-35.290511,36,0.375202
1853,-36.209800,36,0.365742
1855,-45.186713,36,0.285023
1856,-30.566308,36,0.427815
1857,-30.426053,36,0.429485
1859,-35.418756,36,0.373867
1860,-60.906374,36,0.184180
1862,-40.661086,36,0.323203
1863,-30.411586,36,0.429658
1864,-60.718059,36,0.185146
1867,-30.207932,36,0.432095
1868,-36.625551,36,0.361542
1869,-47.930974,36,0.264103
1870,-35.999160,36,0.367888
1871,-46.262093,36,0.276635
1872,-122.458244,36,0.033319
1873,-96.824825,36,0.067910
1874,-46.490900,36,0.274882
1876,-35.780903,36,0.370125
1877,-51.206698,36,0.241133
1878,-50.607946,36,0.245177
1881,-69.495325,36,0.145086
1882,-35.695779,36,0.371001
1883,-45.252359,36,0.284503
1884,-35.756374,36,0.370377
1887,-36.097740,36,0.366882
1888,-52.445420,36,0.232977
1889,-49.893298,36,0.250092
1891,-60.607219,36,0.185717
1892,-50.229288,36,0.247769
1894,-30.317968,36,0.430777
1895,-61.029777,36,0.183549
1896,-46.204836,36,0.277075
1898,-47.651110,36,0.266164
1899,-35.343553,36,0.374649
1901,-68.237261,36,0.150246
1902,-68.980593,36,0.147176
1903,-30.759807,36,0.425522
1904,-47.689212,36,0.265883
1910,-60.744117,36,0.185012
1911,-51.119608,36,0.241717
1912,-45.662314,36,0.281282
1913,-36.966504,36,0.358134
1915,-35.986087,36,0.368022
1916,-58.298493,36,0.198017
1917,-38.652532,36,0.341748
1918,-35.654575,36,0.371426
1919,-39.715716,36,0.331803
1920,-47.333549,36,0.268522
1923,-38.863887,36,0.339748
1924,-52.255476,36,0.234209
1925,-30.407426,36,0.429707
1928,-30.718280,36,0.426013
1930,-45.371827,36,0.283561
1931,-58.849567,36,0.195009
1932,-30.396337,36,0.429840
1933,-61.183953,36,0.182765
1934,-51.064604,36,0.242086
1935,-35.965350,36,0.368234
1936,-51.108119,36,0.241794
1937,-50.298997,36,0.247290
1938,-47.280732,36,0.268917
1939,-52.109464,36,0.235161
1940,-60.895434,36,0.184236
1941,-201.312860,36,0.003727
1942,-45.896808,36,0.279456
1943,-121.492302,36,0.034225
1944,-46.025418,36,0.278459
1945,-59.313190,36,0.192514
1947,-51.275730,36,0.240671
1948,-50.481713,36,0.246038
1949,-58.833437,36,0.195096
1950,-30.255463,36,0.431525
1952,-175.529908,36,0.007629
1953,-41.156847,36,0.318783
1954,-45.095936,36,0.285742
1956,-50.653524,36,0.244866
1959,-36.103390,36,0.366824
1960,-50.095250,36,0.248693
1961,-46.275647,36,0.276530
1962,-61.047955,36,0.183457
1963,-45.953178,36,0.279019
1965,-67.762688,36,0.152240
1966,-36.020831,36,0.367667
1968,-47.445109,36,0.267692
1970,-39.460384,36,0.334165
1972,-36.048092,36,0.367388
1973,-50.359460,36,0.246875
1974,-35.974727,36,0.368138
1975,-36.150788,36,0.366342
1976,-52.400725,36,0.233266
1977,-47.206039,36,0.269475
1978,-35.866953,36,0.369242
1982,-30.637435,36,0.426971
1983,-60.800711,36,0.184721
1985,-36.889430,36,0.358902
1986,-45.895727,36,0.279464
1987,-52.146394,36,0.234920
1993,-39.606680,36,0.332809
1995,-35.870300,36,0.369207
1997,-35.619737,36,0.371786
1999,-61.174927,36,0.182811
2000,-40.738880,36,0.322505
2001,-35.531806,36,0.372695
2003,-45.929653,36,0.279201
2004,-35.789410,36,0.370038
2005,-35.759402,36,0.370346
2006,-52.392991,36,0.233316
2007,-35.820776,36,0.369715
2008,-59.440449,36,0.191834
2009,-106.026766,36,0.052592
2010,-36.659471,36,0.361202
2011,-36.227862,36,0.365558
2012,-60.630813,36,0.185595
2013,-38.976203,36,0.338689
2014,-47.120449,36,0.270117
2015,-60.570672,36,0.185905
2016,-46.122607,36,0.277708
2017,-46.168589,36,0.277354
2018,-59.100123,36,0.193656
2019,-49.810310,36,0.250670
2021,-35.305813,36,0.375042
2023,-50.177629,36,0.248125
2024,-39.516250,36,0.333646
2025,-58.778720,36,0.195393
2026,-45.365826,36,0.283608
2027,-52.553241,36,0.232280
2028,-59.381040,36,0.192151
2029,-35.398976,36,0.374073
2030,-47.521358,36,0.267125
2031,-50.973544,36,0.242699
2032,-35.651132,36,0.371462
2033,-50.592408,36,0.245283
2035,-35.531525,36,0.372698
2036,-60.810756,36,0.184669
2037,-69.141038,36,0.146521
2038,-40.805786,36,0.321907
2039,-105.853227,36,0.052846
2040,-105.810718,36,0.052909
2041,-59.036689,36,0.193998
2042,-58.732886,36,0.195642
2043,-35.748906,36,0.370454
2044,-35.571861,36,0.372281
2045,-35.788231,36,0.370050
2046,-40.816990,36,0.321806
2047,-50.165006,36,0.248212
2049,-47.255183,36,0.269108
2050,-40.885079,36,0.321198
2053,-45.536803,36,0.282264
2054,-105.020673,36,0.054083
2055,-46.198354,36,0.277125
2056,-47.665707,36,0.266056
2057,-39.718843,36,0.331774
2058,-45.429849,36,0.283104
2059,-30.776546,36,0.425324
2060,-50.982600,36,0.242638
2061,-59.106574,36,0.193622
2062,-39.177763,36,0.336798
2063,-49.663814,36,0.251692
2065,-121.806869,36,0.033928
2066,-46.739704,36,0.272989
2067,-35.402731,36,0.374034
2068,-58.218765,36,0.198456
2069,-39.732095,36,0.331652
2070,-30.268494,36,0.431369
2071,-68.291499,36,0.150020
2075,-59.334374,36,0.192400
2076,-58.554096,36,0.196616
2077,-38.846626,36,0.339910
2078,-174.373955,36,0.007878
2080,-30.411953,36,0.429653
2081,-46.618184,36,0.273912
2082,-69.058158,36,0.146859
2083,-46.230076,36,0.276881
2084,-39.168471,36,0.336885
2085,-39.131502,36,0.337231
2086,-30.386992,36,0.429951
2087,-35.483706,36,0.373193
2088,-35.338540,36,0.374701
2089,-35.115887,36,0.377026
2090,-50.633401,36,0.245003
2092,-45.282202,36,0.284268
2093,-58.461169,36,0.197124
2094,-30.206298,36,0.432115
2095,-49.881955,36,0.250171
2096,-38.976032,36,0.338691
2097,-30.516961,36,0.428402
2098,-59.008476,36,0.194150
2100,-30.129267,36,0.433040
2102,-50.142956,36,0.248364
2103,-45.725947,36,0.280785
2104,-30.163551,36,0.432628
2105,-46.380339,36,0.275727
2106,-39.903818,36,0.330074
2107,-106.483985,36,0.051928
2109,-30.287956,36,0.431136
2111,-35.976405,36,0.368121
2112,-35.248796,36,0.375637
2113,-45.608541,36,0.281702
2114,-35.284141,36,0.375268
2115,-35.217329,36,0.375965
2116,-59.721371,36,0.190343
2117,-59.563531,36,0.191179
2118,-122.741384,36,0.033058
2119,-35.088126,36,0.377317
2120,-46.137202,36,0.277596
2121,-38.943608,36,0.338996
2122,-35.334640,36,0.374742
2124,-49.947496,36,0.249716
2125,-35.853656,36,0.369378
2126,-35.670795,36,0.371259
2129,-49.803880,36,0.250714
2130,-46.279084,36,0.276504
2131,-36.915202,36,0.358645
2132,-46.370543,36,0.275802
2133,-31.060081,36,0.421987
2135,-39.815952,36,0.330880
2136,-35.765355,36,0.370285
2139,-35.277835,36,0.375334
2140,-35.327759,36,0.374814
2141,-36.071627,36,0.367148
2142,-30.077538,36,0.433663
2143,-38.868080,36,0.339708
2144,-30.455235,36,0.429137
2145,-50.231656,36,0.247753
2146,-50.158130,36,0.248259
2147,-35.014009,36,0.378094
2148,-50.858934,36,0.243473
2149,-50.545027,36,0.245606
2152,-58.516247,36,0.196823
2153,-38.977859,36,0.338674
2154,-39.123197,36,0.337309
2155,-58.302218,36,0.197996
2157,-104.794447,36,0.054424
2158,-38.807497,36,0.340280
2159,-45.199164,36,0.284924
2161,-58.201866,36,0.198549
2162,-30.453754,36,0.429155
2163,-58.069185,36,0.199282
2164,-30.416954,36,0.429594
2165,-30.455591,36,0.429133
2166,-35.293265,36,0.375173
2167,-30.984774,36,0.422871
2168,-35.800375,36,0.369925
2169,-30.276515,36,0.431273
2170,-35.161438,36,0.376549
2171,-107.242242,36,0.050846
2172,-59.804844,36,0.189902
2173,-59.182776,36,0.193212
2174,-68.928598,36,0.147389
2175,-35.570422,36,0.372296
2177,-30.281674,36,0.431211
2179,-58.552311,36,0.196626
2180,-104.809350,36,0.054401
2181,-50.036984,36,0.249096
2182,-68.961262,36,0.147255
2183,-45.361011,36,0.283646
2184,-58.682652,36,0.195915
2185,-30.240042,36,0.431710
2186,-35.307434,36,0.375025
2187,-36.021279,36,0.367662
2188,-50.513499,36,0.245821
2189,-30.810603,36,0.424922
2191,-51.041785,36,0.242240
2192,-45.113734,36,0.285601
2193,-69.144792,36,0.146506
2194,-35.568162,36,0.372319
2195,-45.370226,36,0.283573
2196,-58.223358,36,0.198431
2197,-35.106031,36,0.377129
2198,-31.168109,36,0.420723
2199,-35.011741,36,0.378118
2200,-59.220667,36,0.193009
2201,-58.412422,36,0.197391
2202,-35.889761,36,0.369008
2203,-30.050179,36,0.433993
2204,-38.909854,36,0.339314
2205,-49.960867,36,0.249623
2207,-35.340507,36,0.374681
2208,-35.322795,36,0.374865
2209,-30.094395,36,0.433460
2210,-30.248075,36,0.431614
2211,-30.318433,36,0.430771
2212,-50.611369,36,0.245153
2216,-35.405120,36,0.374009
2217,-58.582442,36,0.196461
2218,-35.273399,36,0.375380
2219,-38.936935,36,0.339059
2220,-49.962430,36,0.249613
2221,-35.818554,36,0.369738
2223,-122.732310,36,0.033067
2224,-59.279825,36,0.192692
2225,-58.378498,36,0.197577
2226,-35.583141,36,0.372164
2227,-59.442353,36,0.191824
2228,-45.704089,36,0.280956
2229,-68.669710,36,0.148452
2230,-50.110748,36,0.248586
2232,-123.805854,36,0.032095
2235,-46.025404,36,0.278459
2236,-35.320528,36,0.374889
2238,-39.030989,36,0.338174
2239,-35.921446,36,0.368683
2240,-52.497824,36,0.232638
2241,-39.465448,36,0.334118
2242,-175.479770,36,0.007639
2243,-98.160597,36,0.065436
2244,-58.440597,36,0.197237
2245,-30.234827,36,0.431773
2246,-50.061932,36,0.248924
